REGULATOR	TARGET	REGULATOR-COM	TARGET-COM	VALUE
04864	00349	CIR1	00349	0.704403162002563
04864	00540	CIR1	00540	0.704403162002563
04864	00587	CIR1	00587	0.704403162002563
04864	00654	CIR1	SRX1	0.704403162002563
04864	00844	CIR1	00844	0.704403162002563
04864	01138	CIR1	CCP1	0.704403162002563
04864	01653	CIR1	CIG1	0.704403162002563
04864	02083	CIR1	SIT2	0.704403162002563
04864	02839	CIR1	02839	0.704403162002563
04864	03465	CIR1	LAC1	0.704403162002563
04864	03482	CIR1	TSA1	0.704403162002563
04864	03746	CIR1	03746	0.704403162002563
04864	04325	CIR1	04325	0.704403162002563
04864	04469	CIR1	04469	0.704403162002563
04864	04753	CIR1	04753	0.704403162002563
04864	04818	CIR1	04818	0.704403162002563
04864	05279	CIR1	05279	0.704403162002563
04864	05449	CIR1	MTN1	0.704403162002563
04864	05479	CIR1	05479	0.704403162002563
04864	05847	CIR1	TRR1	0.704403162002563
04864	06242	CIR1	CFT1	0.704403162002563
04864	06650	CIR1	06650	0.704403162002563
04864	06651	CIR1	06651	0.704403162002563
04864	07367	CIR1	07367	0.704403162002563
04864	07784	CIR1	07784	0.704403162002563
04864	07802	CIR1	07802	0.704403162002563
04864	01965	CIR1	01965	0.675604671239853
04864	06241	CIR1	CFO1	0.66486182808876
04864	06524	CIR1	FRE3	0.66486182808876
04864	06557	CIR1	06557	0.66486182808876
04864	07844	CIR1	07844	0.66486182808876
04864	07870	CIR1	07870	0.66486182808876
04864	06556	CIR1	06556	0.6430632174015051
04864	07751	CIR1	07751	0.6430632174015051
04864	05330	CIR1	05330	0.634211540222168
04864	02104	CIR1	SFH5	0.630113780498505
04864	02548	CIR1	02548	0.630113780498505
04864	02935	CIR1	02935	0.6197090446949011
04864	04472	CIR1	04472	0.6197090446949011
04864	01242	CIR1	HAPX	0.616694152355194
04864	02264	CIR1	02264	0.616694152355194
04864	04416	CIR1	04416	0.6149497628211981
04864	04877	CIR1	04877	0.6149497628211981
03741	05869	FZC31	05869	0.5945690302771917
04864	01061	CIR1	FRK102	0.587993860244751
04864	03133	CIR1	ATG2602	0.587993860244751
04864	04470	CIR1	04470	0.587993860244751
01551	03140	GAT201	03140	0.586688220500946
01551	06200	GAT201	06200	0.586688220500946
04864	03874	CIR1	03874	0.58439227938652
04864	01949	CIR1	01949	0.58260041475296
04864	03912	CIR1	LPI5	0.581247717142105
04864	07797	CIR1	CLR6	0.575663238763809
04864	03498	CIR1	FRE201	0.570734620094299
04864	01075	CIR1	01075	0.567254275083542
04864	04521	CIR1	04521	0.560487300157547
01551	00597	GAT201	DIP5	0.558810591697693
01551	05159	GAT201	05159	0.558810591697693
01551	05312	GAT201	05312	0.558810591697693
01551	06346	GAT201	BLP1	0.558810591697693
03741	03833	FZC31	03833	0.5544618174763174
04864	00639	CIR1	URO3	0.551861673593521
04864	01490	CIR1	01490	0.551861673593521
04864	05016	CIR1	05016	0.551861673593521
01551	00011	GAT201	00011	0.5500238239765171
01551	00126	GAT201	00126	0.5500238239765171
01551	00688	GAT201	00688	0.5500238239765171
01551	02044	GAT201	02044	0.5500238239765171
01551	02455	GAT201	02455	0.5500238239765171
01551	03848	GAT201	03848	0.5500238239765171
01551	05066	GAT201	05066	0.5500238239765171
01551	06762	GAT201	GAT204	0.5500238239765171
04864	01993	CIR1	01993	0.542983710765839
04864	01952	CIR1	01952	0.539296954870224
04864	05015	CIR1	CAT4	0.539296954870224
04864	06817	CIR1	UAP1	0.537464588880539
04864	06818	CIR1	HAP1	0.534810483455658
03741	01487	FZC31	01487	0.5328966799085605
01551	02040	GAT201	02040	0.5260309278965
05835	03433	LIV3	03433	0.523850917816162
05835	04500	LIV3	04500	0.523850917816162
01551	00251	GAT201	00251	0.5216893255710601
01551	00275	GAT201	00275	0.5216893255710601
01551	00598	GAT201	00598	0.5216893255710601
01551	00735	GAT201	00735	0.5216893255710601
01551	00883	GAT201	ECM2201	0.5216893255710601
01551	03078	GAT201	NPP1	0.5216893255710601
01551	03644	GAT201	CAS3	0.5216893255710601
01551	03719	GAT201	03719	0.5216893255710601
01551	03735	GAT201	CAP4	0.5216893255710601
01551	04874	GAT201	04874	0.5216893255710601
01551	05079	GAT201	05079	0.5216893255710601
01551	05870	GAT201	05870	0.5216893255710601
01551	06242	GAT201	CFT1	0.5216893255710601
01551	06389	GAT201	06389	0.5216893255710601
01551	06517	GAT201	06517	0.5216893255710601
01551	06785	GAT201	06785	0.5216893255710601
01551	06917	GAT201	06917	0.5216893255710601
01551	07456	GAT201	07456	0.5216893255710601
01551	07759	GAT201	07759	0.5216893255710601
01438	04603	SWI6	04603	0.5207139167363417
04864	07911	CIR1	07911	0.517244249582291
01551	00456	GAT201	ISP6	0.514351189136505
01551	05742	GAT201	STP1	0.508499801158905
03741	02339	FZC31	02339	0.5082087112788151
04864	01964	CIR1	OPT1	0.5062190890312189
04864	03011	CIR1	03011	0.5062190890312189
04864	07519	CIR1	07519	0.5062190890312189
05835	00904	LIV3	00904	0.506151586771011
04864	04617	CIR1	04617	0.497996270656586
04864	07798	CIR1	07798	0.497996270656586
01551	01635	GAT201	01635	0.497443318367004
01551	05161	GAT201	05161	0.497443318367004
01551	05313	GAT201	05313	0.497443318367004
05785	07869	STB4	07869	0.4929007854052133
04864	00815	CIR1	SIT1	0.490555346012115
04864	01076	CIR1	01076	0.4881493449211121
01551	00654	GAT201	SRX1	0.4872409701347349
01551	04039	GAT201	04039	0.4872409701347349
01551	05731	GAT201	05731	0.482178390026093
04864	00542	CIR1	00542	0.479573965072632
05835	03859	LIV3	03859	0.475624561309814
05835	04139	LIV3	04139	0.475624561309814
05835	06836	LIV3	06836	0.475624561309814
05785	04704	STB4	04704	0.4750579972438034
06252	03645	CCD6	03645	0.4744619609567107
01551	05573	GAT201	05573	0.468160331249237
01551	07743	GAT201	07743	0.468160331249237
06252	03302	CCD6	03302	0.467205404913442
06252	06758	CCD6	06758	0.467205404913442
01551	07698	GAT201	07698	0.4608718752861021
01551	01553	GAT201	01553	0.460146903991699
06252	06997	CCD6	06997	0.4557726876588731
04864	00541	CIR1	00541	0.454595267772675
04864	05654	CIR1	05654	0.454595267772675
01551	05147	GAT201	05147	0.454335272312164
01551	00141	GAT201	00141	0.453985571861267
01551	02118	GAT201	02118	0.453985571861267
01551	03894	GAT201	PDR802	0.453985571861267
01551	05331	GAT201	05331	0.453985571861267
04864	08014	CIR1	08014	0.4514300823211671
03741	04126	FZC31	04126	0.4511572207577401
05835	02323	LIV3	02323	0.450930237770081
05835	06568	LIV3	SKS1	0.450930237770081
05835	06897	LIV3	06897	0.450930237770081
04864	02526	CIR1	02526	0.4496049284935
04864	06374	CIR1	06374	0.4496049284935
01438	02208	SWI6	02208	0.448914580241686
01551	04781	GAT201	04781	0.446710348129272
01551	07380	GAT201	07380	0.446710348129272
01438	04692	SWI6	04692	0.4464484470807499
04864	02005	CIR1	02005	0.446095645427704
01551	00702	GAT201	00702	0.445012986660004
01438	06608	SWI6	06608	0.4405672543207996
01551	04888	GAT201	04888	0.43992006778717
01551	01367	GAT201	01367	0.438971281051636
01551	05119	GAT201	05119	0.438971281051636
04864	03570	CIR1	03570	0.4345485568046569
05835	03545	LIV3	03545	0.433451771736145
01551	00919	GAT201	00919	0.432713508605957
01551	01945	GAT201	01945	0.432713508605957
01551	05659	GAT201	05659	0.432713508605957
04864	00588	CIR1	00588	0.429072976112366
05835	00400	LIV3	00400	0.42750495672226
05835	01061	LIV3	FRK102	0.42750495672226
05835	01118	LIV3	01118	0.42750495672226
05835	01995	LIV3	01995	0.42750495672226
05835	02415	LIV3	ANXC3.1	0.42750495672226
05835	04101	LIV3	04101	0.42750495672226
05835	04982	LIV3	FCY3	0.42750495672226
05835	05170	LIV3	PIP2	0.42750495672226
05835	05449	LIV3	MTN1	0.42750495672226
05835	05662	LIV3	PTP1	0.42750495672226
04864	03939	CIR1	03939	0.426484405994415
06252	04694	CCD6	04694	0.4233315771852275
01551	01681	GAT201	FCY2	0.420081496238708
01551	05803	GAT201	05803	0.420081496238708
04864	00586	CIR1	00586	0.4183371663093571
04864	00306	CIR1	MTN2	0.4165441393852229
04864	00869	CIR1	PDR5	0.4165441393852229
04864	01714	CIR1	01714	0.4165441393852229
04864	05329	CIR1	05329	0.4165441393852229
01551	01084	GAT201	UBC4	0.416334748268127
03741	06181	FZC31	06181	0.4142471077844329
06252	04062	CCD6	04062	0.4140828222030923
01551	03122	GAT201	03122	0.4140365719795229
01551	00165	GAT201	00165	0.4129182100296021
01551	07779	GAT201	TDA10	0.4129182100296021
01551	01139	GAT201	01139	0.4111306071281429
04864	01994	CIR1	01994	0.408180356025696
06252	04222	CCD6	04222	0.40657170678651705
01551	04096	GAT201	04096	0.404033958911896
05835	00598	LIV3	00598	0.40372490882873496
05835	03346	LIV3	BZP4	0.40372490882873496
03741	06234	FZC31	06234	0.4027486836619029
01551	01138	GAT201	CCP1	0.40097051858902
01551	01671	GAT201	01671	0.40096110105514493
01551	06784	GAT201	06784	0.40096110105514493
05835	00460	LIV3	LIV1	0.40038591623306297
05835	00765	LIV3	00765	0.40038591623306297
05835	00865	LIV3	CAS92	0.40038591623306297
05835	01965	LIV3	01965	0.40038591623306297
05835	02849	LIV3	02849	0.40038591623306297
05835	02966	LIV3	02966	0.40038591623306297
05835	02986	LIV3	YSA1	0.40038591623306297
05835	03713	LIV3	03713	0.40038591623306297
05835	04077	LIV3	04077	0.40038591623306297
05835	04141	LIV3	04141	0.40038591623306297
05835	05009	LIV3	05009	0.40038591623306297
05835	05114	LIV3	05114	0.40038591623306297
05835	06923	LIV3	XFP2	0.40038591623306297
05835	07456	LIV3	07456	0.40038591623306297
04864	00275	CIR1	00275	0.397243320941925
05835	07876	LIV3	07876	0.39624559879303
01551	02600	GAT201	02600	0.393853485584259
01438	07635	SWI6	07635	0.39343454172041176
05835	01902	LIV3	01902	0.39339417219162
05835	03007	LIV3	03007	0.39339417219162
01438	00128	SWI6	00128	0.3921345000886509
01551	04154	GAT201	04154	0.3908287286758421
04864	07387	CIR1	07387	0.389442324638367
05835	00359	LIV3	00359	0.38891935348510703
05835	04837	LIV3	MLN1	0.38891935348510703
06252	00166	CCD6	00166	0.38784768184050455
03741	01816	FZC31	01816	0.3869562173722587
04864	04025	CIR1	04025	0.386454939842224
04864	04185	CIR1	04185	0.386454939842224
01551	03704	GAT201	03704	0.38559424877166704
04864	03481	CIR1	03481	0.384994685649872
04864	02865	CIR1	02865	0.384708166122437
06252	04571	CCD6	04571	0.3844163364904789
04864	06923	CIR1	XFP2	0.383701503276825
04864	06743	CIR1	06743	0.382363796234131
06252	03205	CCD6	03205	0.38131527363214296
01551	04042	GAT201	04042	0.380353271961212
04864	02893	CIR1	02893	0.37949991226196295
01551	00374	GAT201	00374	0.379367709159851
01551	05438	GAT201	05438	0.379367709159851
01551	05835	GAT201	LIV3	0.379367709159851
01551	05265	GAT201	05265	0.378654956817627
04864	06204	CIR1	06204	0.3775002360343929
06252	04395	CCD6	04395	0.3766420896893744
04864	04988	CIR1	04988	0.37630760669708296
01551	06294	GAT201	06294	0.37566071748733504
01551	00303	GAT201	00303	0.373471736907959
01551	03312	GAT201	03312	0.373471736907959
05835	05843	LIV3	05843	0.37254989147186296
05835	06762	LIV3	GAT204	0.37254989147186296
04864	07779	CIR1	TDA10	0.37029159069061296
03346	03772	BZP4	HXS1	0.3681724542987336
05835	04675	LIV3	04675	0.36809539794921897
03741	05802	FZC31	05802	0.367929257935784
01551	04736	GAT201	04736	0.366064131259918
01551	08026	GAT201	08026	0.366064131259918
04864	00735	CIR1	00735	0.365882158279419
01551	04552	GAT201	ITR1A	0.365644633769989
05835	02322	LIV3	FZC17	0.364646315574646
05835	02659	LIV3	02659	0.364646315574646
04353	01075	CLR1	01075	0.3629987680580021
03902	00407	RDS2	00407	0.3629987680580021
03018	04704	ASG101	04704	0.3629987680580021
01626	06777	ADA2	06777	0.3629987680580021
00871	04887	CLR3	04887	0.3629987680580021
00156	00776	SP1	MP88	0.3629987680580021
00156	02864	SP1	02864	0.3629987680580021
03741	00898	FZC31	00898	0.3621584077631537
01551	06554	GAT201	06554	0.36132800579071
05785	06932	STB4	06932	0.36126381479161096
05835	05515	LIV3	05515	0.359724640846252
05835	06172	LIV3	06172	0.359724640846252
05835	07491	LIV3	07491	0.359724640846252
06751	05459	HLH3	05459	0.3579793094915096
06156	02933	FZC7	02933	0.3579793094915096
05431	07540	RIM101	07540	0.3579793094915096
03346	04837	BZP4	MLN1	0.3558574998499979
06252	05755	CCD6	05755	0.35535554993187185
03741	02660	FZC31	02660	0.35535554993187185
03741	03128	FZC31	03128	0.3552951684390941
04353	07663	CLR1	07663	0.3551344144122269
02877	04585	FZC51	04585	0.3551344144122269
02877	07511	FZC51	07511	0.3551344144122269
01626	01080	ADA2	01080	0.3551344144122269
03741	05514	FZC31	05514	0.3550855730694499
04864	03318	CIR1	03318	0.354279100894928
05431	05573	RIM101	05573	0.3538633998830758
04588	01527	ERT1	01527	0.3538633998830758
04353	04526	CLR1	04526	0.3538633998830758
04012	02558	FZC18	02558	0.3538633998830758
03902	00047	RDS2	PKP1	0.3538633998830758
03902	02542	RDS2	IRK2	0.3538633998830758
03902	02577	RDS2	02577	0.3538633998830758
03902	06923	RDS2	XFP2	0.3538633998830758
03849	03369	ASG1	SWE102	0.3538633998830758
03561	04793	FZC33	04793	0.3538633998830758
03409	06347	SKN7	BLP2	0.3538633998830758
03279	04100	CCD4	04100	0.3538633998830758
03018	05021	ASG101	05021	0.3538633998830758
01626	04818	ADA2	04818	0.3538633998830758
00883	01290	ECM2201	01290	0.3538633998830758
00883	06372	ECM2201	06372	0.3538633998830758
00156	01272	SP1	01272	0.3538633998830758
00156	07498	SP1	07498	0.3538633998830758
01551	01796	GAT201	01796	0.3532969355583189
01551	01489	GAT201	CAS9	0.353005051612854
01551	06345	GAT201	MDM10	0.353005051612854
06252	06916	CCD6	06916	0.3520224876799515
01551	03117	GAT201	03117	0.35108643770217896
06252	06318	CCD6	06318	0.3506663141919041
04864	06291	CIR1	FPD1	0.350282490253448
06134	07943	BZP1	07943	0.3502237022128044
03409	04635	SKN7	04635	0.3502237022128044
03409	06567	SKN7	06567	0.3502237022128044
02435	03213	BWC2	UVE1	0.3502237022128044
02435	05350	BWC2	05350	0.3502237022128044
00156	07407	SP1	MFalpha3	0.3502237022128044
06751	02541	HLH3	02541	0.3490750994953003
06134	01042	BZP1	01042	0.3490750994953003
05375	05114	05375	05114	0.3490750994953003
03902	06414	RDS2	06414	0.3490750994953003
03409	00359	SKN7	00359	0.3490750994953003
03409	01982	SKN7	01982	0.3490750994953003
03409	02008	SKN7	OVA1	0.3490750994953003
03409	03328	SKN7	03328	0.3490750994953003
02877	00038	FZC51	00038	0.3490750994953003
00156	00546	SP1	CHS4	0.3490750994953003
00156	00692	SP1	00692	0.3490750994953003
00156	01854	SP1	01854	0.3490750994953003
00156	06499	SP1	DPP101	0.3490750994953003
00031	00028	MLR1	00028	0.3490750994953003
05375	06651	05375	06651	0.34616904321116554
04588	00407	ERT1	00407	0.34616904321116554
03279	04126	CCD4	04126	0.34616904321116554
02877	04126	FZC51	04126	0.34616904321116554
02774	02005	MAL13	02005	0.34616904321116554
00883	00247	ECM2201	LYS9	0.34616904321116554
00193	01577	GAT1	01577	0.34616904321116554
07940	07840	BZP5	07840	0.3455637682034248
06751	01263	HLH3	01263	0.3455637682034248
06483	07868	FZC25	07868	0.3455637682034248
05431	00601	RIM101	CEL1	0.3455637682034248
05431	05264	RIM101	05264	0.3455637682034248
05431	05799	RIM101	CDA1	0.3455637682034248
05380	02768	FZC44	02768	0.3455637682034248
05112	07868	FZC42	07868	0.3455637682034248
04588	01464	ERT1	FHB1	0.3455637682034248
04093	03369	YRM103	SWE102	0.3455637682034248
03902	01464	RDS2	FHB1	0.3455637682034248
03902	01714	RDS2	01714	0.3455637682034248
03902	03037	RDS2	03037	0.3455637682034248
03902	05573	RDS2	05573	0.3455637682034248
03902	06207	RDS2	06207	0.3455637682034248
03849	01290	ASG1	01290	0.3455637682034248
03710	02984	ECM22	02984	0.3455637682034248
03409	02093	SKN7	02093	0.3455637682034248
03115	07711	FZC46	07711	0.3455637682034248
02435	04663	BWC2	04663	0.3455637682034248
02435	06337	BWC2	06337	0.3455637682034248
01626	02198	ADA2	02198	0.3455637682034248
01626	07544	ADA2	07544	0.3455637682034248
00193	00749	GAT1	00749	0.3455637682034248
00193	02270	GAT1	MET2	0.3455637682034248
00193	04758	GAT1	AMT2	0.3455637682034248
00156	00691	SP1	00691	0.3455637682034248
00156	03223	SP1	03223	0.3455637682034248
00156	05412	SP1	05412	0.3455637682034248
00156	05818	SP1	CHS5	0.3455637682034248
00156	06973	SP1	06973	0.3455637682034248
01551	07549	GAT201	07549	0.343921601772308
06762	06517	GAT204	06517	0.34320962429046603
06252	00259	CCD6	00259	0.3431983322276171
06252	03789	CCD6	03789	0.3431983322276171
06252	06472	CCD6	06472	0.3431983322276171
05785	03772	STB4	HXS1	0.3420599178642784
03849	06194	ASG1	06194	0.3413823019814456
03409	03135	SKN7	03135	0.3413823019814456
03409	05003	SKN7	05003	0.3413823019814456
03409	07419	SKN7	07419	0.3413823019814456
02877	07940	FZC51	BZP5	0.3413823019814456
02435	03555	BWC2	03555	0.3413823019814456
02435	03692	BWC2	03692	0.3413823019814456
00156	01081	SP1	01081	0.3413823019814456
00156	02008	SP1	OVA1	0.3413823019814456
00156	06336	SP1	06336	0.3413823019814456
00156	06501	SP1	06501	0.3413823019814456
04864	06821	CIR1	FRE2	0.34137237071990995
06252	04072	CCD6	04072	0.3407434068275568
06751	03552	HLH3	03552	0.34057205192477624
05431	02449	RIM101	02449	0.34057205192477624
05392	00895	ZAP104	ZIP1	0.34057205192477624
04093	04095	YRM103	04095	0.34057205192477624
02877	03808	FZC51	03808	0.34057205192477624
01438	02759	SWI6	02759	0.34057205192477624
00193	00077	GAT1	00077	0.34057205192477624
00156	00300	SP1	00300	0.3400815085660613
01551	00674	GAT201	00674	0.33918094635009804
01438	01959	SWI6	01959	0.3382277522189076
05176	03044	HOB3	03044	0.3378146308856313
06252	03878	CCD6	03878	0.33780615710821205
01551	03733	GAT201	03733	0.337340474128723
06252	06766	CCD6	06766	0.3368422642993099
04864	04887	CIR1	04887	0.336607575416565
04864	04901	CIR1	04901	0.336607575416565
04864	07943	CIR1	07943	0.336607575416565
01438	03962	SWI6	03962	0.3365760576839795
04864	06910	CIR1	06910	0.335724771022797
06276	03369	CEP3	SWE102	0.33507795937190593
00156	04874	SP1	04874	0.33507795937190593
00156	04891	SP1	04891	0.33507795937190593
04864	04523	CIR1	04523	0.334963083267212
04864	04546	CIR1	LPI10	0.334963083267212
01438	03907	SWI6	03907	0.33427494624410403
06751	02777	HLH3	PHO84	0.3340889982238367
01626	01796	ADA2	01796	0.3340889982238367
00871	01668	CLR3	01668	0.3340889982238367
01438	06182	SWI6	06182	0.3340362225970489
01438	06599	SWI6	06599	0.3340362225970489
00156	03154	SP1	03154	0.3334516078811233
04864	02415	CIR1	ANXC3.1	0.33338576555252103
06252	03724	CCD6	03724	0.3327255760888634
05431	00360	RIM101	00360	0.33268921607415003
04012	04013	FZC18	04013	0.33172975402846605
05835	00192	LIV3	00192	0.33137434720993003
05835	00776	LIV3	MP88	0.33137434720993003
05835	04943	LIV3	04943	0.33137434720993003
05785	06931	STB4	06931	0.33090579271717085
04864	05324	CIR1	05324	0.330753445625305
02877	05790	FZC51	05790	0.33030209497766105
02322	03644	FZC17	CAS3	0.33030209497766105
00156	06507	SP1	06507	0.33030209497766105
02435	06267	BWC2	06267	0.3297945411712125
05785	01122	STB4	01122	0.3297100915737467
01551	03443	GAT201	03443	0.329521238803864
01551	05154	GAT201	05154	0.329061508178711
01551	00979	GAT201	CTR4	0.328947007656097
06762	05079	GAT204	05079	0.328708052635193
05835	05310	LIV3	05310	0.32863867282867404
05835	05889	LIV3	05889	0.32863867282867404
05835	07989	LIV3	VEA2	0.32863867282867404
02364	07753	FZC19	07753	0.32740866507972183
06252	01898	CCD6	01898	0.3270451022730387
00031	06312	MLR1	06312	0.32668311792451554
03741	01511	FZC31	01511	0.3264983467363279
06483	04556	FZC25	04556	0.3264011042510735
05431	05075	RIM101	05075	0.3264011042510735
04588	06207	ERT1	06207	0.3264011042510735
04588	07745	ERT1	MPD1	0.3264011042510735
03902	07745	RDS2	MPD1	0.3264011042510735
03710	06163	ECM22	06163	0.3264011042510735
03409	00399	SKN7	00399	0.3264011042510735
03409	04280	SKN7	04280	0.3264011042510735
03409	06163	SKN7	06163	0.3264011042510735
03086	06973	FZC20	06973	0.3264011042510735
03018	07648	ASG101	07648	0.3264011042510735
02435	07755	BWC2	07755	0.3264011042510735
01626	06414	ADA2	06414	0.3264011042510735
01626	07826	ADA2	07826	0.3264011042510735
00156	02156	SP1	02156	0.3264011042510735
05093	03833	HOB6	03833	0.325569832720175
02877	06871	FZC51	FZC41	0.325569832720175
06156	06312	FZC7	06312	0.32503103331491723
03902	03438	RDS2	HXT1	0.32503103331491723
03849	00373	ASG1	00373	0.32503103331491723
03059	02544	03059	02544	0.32503103331491723
04864	07448	CIR1	DUR3	0.324021577835083
03409	05843	SKN7	05843	0.32396222547314285
01438	07638	SWI6	07638	0.322650883223334
04864	02016	CIR1	02016	0.322408735752106
03741	03091	FZC31	03091	0.3223501042092927
03849	03635	ASG1	03635	0.3219273753420898
03409	00164	SKN7	00164	0.3219273753420898
02603	06524	02603	FRE3	0.3219273753420898
01626	02363	ADA2	02363	0.3219273753420898
00156	02526	SP1	02526	0.3219273753420898
00156	05731	SP1	05731	0.3219273753420898
02774	00348	MAL13	00348	0.3213597391071065
01014	05412	ZFC4	05412	0.3213597391071065
06252	07494	CCD6	07494	0.3210319165577157
04864	01331	CIR1	01331	0.320726990699768
04864	07693	CIR1	07693	0.320726990699768
01626	02735	ADA2	02735	0.3206972775361029
06252	03284	CCD6	03284	0.3204204785617069
05375	02344	05375	02344	0.320280202007694
04630	00474	YAP2	00474	0.320280202007694
03902	05972	RDS2	05972	0.320280202007694
03902	06503	RDS2	06503	0.320280202007694
03902	07756	RDS2	07756	0.320280202007694
00193	06578	GAT1	06578	0.320280202007694
01438	04261	SWI6	04261	0.3202571841423893
03741	03617	FZC31	CLP1	0.3195498173063511
01626	01801	ADA2	01801	0.3190482742591925
06252	03675	CCD6	03675	0.3182443433427625
01551	02558	GAT201	02558	0.318224966526031
06751	05315	HLH3	05315	0.3180468021306838
06762	06917	GAT204	06917	0.31658601760864297
07940	02069	BZP5	02069	0.3160135762389844
07940	03564	BZP5	03564	0.3160135762389844
07940	07551	BZP5	07551	0.3160135762389844
06751	02386	HLH3	02386	0.3160135762389844
06751	05075	HLH3	05075	0.3160135762389844
06483	04552	FZC25	ITR1A	0.3160135762389844
06483	04553	FZC25	04553	0.3160135762389844
06483	04557	FZC25	04557	0.3160135762389844
06483	04558	FZC25	04558	0.3160135762389844
06483	04561	FZC25	04561	0.3160135762389844
06483	04562	FZC25	04562	0.3160135762389844
06483	04563	FZC25	04563	0.3160135762389844
06483	04564	FZC25	04564	0.3160135762389844
06483	04565	FZC25	04565	0.3160135762389844
06483	04566	FZC25	04566	0.3160135762389844
06483	04567	FZC25	04567	0.3160135762389844
06483	07865	FZC25	07865	0.3160135762389844
06483	07866	FZC25	07866	0.3160135762389844
06483	07867	FZC25	07867	0.3160135762389844
05431	06000	RIM101	06000	0.3160135762389844
05380	00861	FZC44	00861	0.3160135762389844
04353	05573	CLR1	05573	0.3160135762389844
03710	07793	ECM22	07793	0.3160135762389844
03086	06983	FZC20	06983	0.3160135762389844
03086	06984	FZC20	06984	0.3160135762389844
03086	07498	FZC20	07498	0.3160135762389844
02774	00446	MAL13	00446	0.3160135762389844
02435	00302	BWC2	00302	0.3160135762389844
02435	03719	BWC2	03719	0.3160135762389844
02435	04585	BWC2	04585	0.3160135762389844
02305	02555	FZC45	SIP402	0.3160135762389844
02305	02556	FZC45	02556	0.3160135762389844
02305	02557	FZC45	02557	0.3160135762389844
02305	02558	FZC45	02558	0.3160135762389844
02305	04100	FZC45	04100	0.3160135762389844
02305	04101	FZC45	04101	0.3160135762389844
02305	04102	FZC45	04102	0.3160135762389844
02305	04103	FZC45	04103	0.3160135762389844
01626	00979	ADA2	CTR4	0.3160135762389844
01626	03997	ADA2	03997	0.3160135762389844
01626	06395	ADA2	06395	0.3160135762389844
01626	06557	ADA2	06557	0.3160135762389844
04864	03007	CIR1	03007	0.31601268053054804
02877	01555	FZC51	01555	0.31596061674297604
00193	04215	GAT1	MET3	0.31596061674297604
05835	00735	LIV3	00735	0.315864145755768
05431	01257	RIM101	01257	0.31579090062997844
01551	00079	GAT201	00079	0.315717577934265
02566	00099	FKH2	00099	0.3154864555254571
06762	00702	GAT204	00702	0.315276026725769
04864	00162	CIR1	AOX1	0.31456702947616605
04864	03058	CIR1	03058	0.31456702947616605
04864	03395	CIR1	03395	0.31456702947616605
05380	03336	FZC44	FZC50	0.31437072056288834
02877	02516	FZC51	HLH5	0.31437072056288834
06252	00142	CCD6	00142	0.3143645880344064
05785	07874	STB4	07874	0.31433704075711993
01014	04889	ZFC4	04889	0.3143175642219471
06751	02516	HLH3	HLH5	0.3133409954990949
02435	00300	BWC2	00300	0.3133409954990949
00156	04280	SP1	04280	0.3133409954990949
00828	05010	SIP401	ZFC7	0.3128841154182384
06252	02437	CCD6	02437	0.3126820233076997
01626	04736	ADA2	04736	0.3123762747461025
00871	07816	CLR3	07816	0.3123762747461025
05176	06181	HOB3	06181	0.3122928603947286
04176	06312	HSF2	06312	0.3117666127317409
02566	03323	FKH2	03323	0.3113986705872582
00156	05072	SP1	05072	0.3113986705872582
05431	01272	RIM101	01272	0.3111130739217455
04518	02865	ZFC5	02865	0.3111130739217455
03902	06297	RDS2	06297	0.3111130739217455
03902	06388	RDS2	06388	0.3111130739217455
03366	01955	ZNF2	01955	0.3111130739217455
05835	06285	LIV3	06285	0.311023235321045
06252	07413	CCD6	NOG2	0.308936643094862
05222	00057	NRG1	FPP1	0.30886059999465904
06252	07951	CCD6	07951	0.3086958357972717
01626	06463	ADA2	06463	0.3082672903177699
05392	04926	ZAP104	04926	0.3071153094346941
04588	07124	ERT1	07124	0.3071153094346941
03902	00162	RDS2	AOX1	0.3071153094346941
04908	03520	CLR4	03520	0.30679567446586337
02435	02822	BWC2	02822	0.30679567446586337
02305	04104	FZC45	AKP3	0.30679567446586337
01948	01949	FZC36	01949	0.30679567446586337
04457	01210	FZC30	01210	0.3055315097178819
01551	07745	GAT201	MPD1	0.30526739358902005
06339	07399	FZC35	07399	0.305259054139118
05785	04535	STB4	04535	0.3051884643472831
05835	00122	LIV3	00122	0.30514740943908697
05835	00923	LIV3	00923	0.30514740943908697
05835	03845	LIV3	FNX1	0.30514740943908697
05835	04876	LIV3	04876	0.30514740943908697
05835	04877	LIV3	04877	0.30514740943908697
05835	05833	LIV3	05833	0.30514740943908697
01551	04562	GAT201	04562	0.30512064695358304
05380	05409	FZC44	05409	0.30500084442929914
01551	01989	GAT201	01989	0.30496168136596696
03741	07954	FZC31	07954	0.3045887052471628
06156	06271	FZC7	06271	0.3045326356985207
06134	07905	BZP1	07905	0.3045326356985207
04588	06672	ERT1	06672	0.3045326356985207
03086	03084	FZC20	03084	0.3045326356985207
02700	07650	ZFC8	07650	0.3045326356985207
01438	04865	SWI6	04865	0.3045326356985207
01438	05699	SWI6	05699	0.3045326356985207
00559	00560	BZP3	00560	0.3045326356985207
00514	05305	00514	05305	0.3045326356985207
00156	00663	SP1	00663	0.3037581570882288
01626	05377	ADA2	ITR3	0.30362617089757943
00156	00407	SP1	00407	0.30362617089757943
