	REGULATOR	TARGET	VALUE
1086229	CIR1	CNAG_00349	0.704403162002563
1086401	CIR1	CNAG_00540	0.704403162002563
1086442	CIR1	CNAG_00587	0.704403162002563
1086497	CIR1	SRX1	0.704403162002563
1086676	CIR1	CNAG_00844	0.704403162002563
1086931	CIR1	CCP1	0.704403162002563
1087395	CIR1	CIG1	0.704403162002563
1087773	CIR1	SIT2	0.704403162002563
1088408	CIR1	CNAG_02839	0.704403162002563
1088976	CIR1	LAC1	0.704403162002563
1088988	CIR1	TSA1	0.704403162002563
1089219	CIR1	CNAG_03746	0.704403162002563
1089745	CIR1	CNAG_04325	0.704403162002563
1089865	CIR1	CNAG_04469	0.704403162002563
1090111	CIR1	CNAG_04753	0.704403162002563
1090169	CIR1	CNAG_04818	0.704403162002563
1090562	CIR1	CNAG_05279	0.704403162002563
1090717	CIR1	MTN1	0.704403162002563
1090746	CIR1	CNAG_05479	0.704403162002563
1091082	CIR1	TRR1	0.704403162002563
1091410	CIR1	CFT1	0.704403162002563
1091761	CIR1	CNAG_06650	0.704403162002563
1091762	CIR1	CNAG_06651	0.704403162002563
1092127	CIR1	CNAG_07367	0.704403162002563
1092468	CIR1	CNAG_07784	0.704403162002563
1092480	CIR1	CNAG_07802	0.704403162002563
1087669	CIR1	CNAG_01965	0.675604671239853
1091409	CIR1	CFO1	0.66486182808876
1091650	CIR1	FRE3	0.66486182808876
1091680	CIR1	CNAG_06557	0.66486182808876
1092515	CIR1	CNAG_07844	0.66486182808876
1092539	CIR1	CNAG_07870	0.66486182808876
1091679	CIR1	CNAG_06556	0.6430632174015051
1092440	CIR1	CNAG_07751	0.6430632174015051
1090610	CIR1	CNAG_05330	0.634211540222168
1087793	CIR1	SFH5	0.630113780498505
1088183	CIR1	CNAG_02548	0.630113780498505
1088500	CIR1	CNAG_02935	0.6197090446949011
1089868	CIR1	CNAG_04472	0.6197090446949011
1087026	CIR1	HAPX	0.616694152355194
1087933	CIR1	CNAG_02264	0.616694152355194
1089828	CIR1	CNAG_04416	0.6149497628211981
1090224	CIR1	CNAG_04877	0.6149497628211981
788809	FZC31	CNAG_05869	0.5945690302771917
1086857	CIR1	FRK102	0.587993860244751
1088671	CIR1	ATG2602	0.587993860244751
1089866	CIR1	CNAG_04470	0.587993860244751
1061697	GAT201	CNAG_03140	0.586688220500946
1064391	GAT201	CNAG_06200	0.586688220500946
1089328	CIR1	CNAG_03874	0.58439227938652
1087653	CIR1	CNAG_01949	0.58260041475296
1089361	CIR1	LPI5	0.581247717142105
1092475	CIR1	CLR6	0.575663238763809
1089004	CIR1	FRE201	0.570734620094299
1086868	CIR1	CNAG_01075	0.567254275083542
1089907	CIR1	CNAG_04521	0.560487300157547
1059472	GAT201	DIP5	0.558810591697693
1063482	GAT201	CNAG_05159	0.558810591697693
1063615	GAT201	CNAG_05312	0.558810591697693
1064517	GAT201	BLP1	0.558810591697693
511628	FZC31	CNAG_03833	0.5544618174763174
1086483	CIR1	URO3	0.551861673593521
1087242	CIR1	CNAG_01490	0.551861673593521
1090336	CIR1	CNAG_05016	0.551861673593521
1058974	GAT201	CNAG_00011	0.5500238239765171
1059078	GAT201	CNAG_00126	0.5500238239765171
1059550	GAT201	CNAG_00688	0.5500238239765171
1060754	GAT201	CNAG_02044	0.5500238239765171
1061118	GAT201	CNAG_02455	0.5500238239765171
1062323	GAT201	CNAG_03848	0.5500238239765171
1063399	GAT201	CNAG_05066	0.5500238239765171
1064884	GAT201	GAT204	0.5500238239765171
1087693	CIR1	CNAG_01993	0.542983710765839
1087656	CIR1	CNAG_01952	0.539296954870224
1090335	CIR1	CAT4	0.539296954870224
1091914	CIR1	UAP1	0.537464588880539
1091915	CIR1	HAP1	0.534810483455658
198180	FZC31	CNAG_01487	0.5328966799085605
1060751	GAT201	CNAG_02040	0.5260309278965
1048476	LIV3	CNAG_03433	0.523850917816162
1049418	LIV3	CNAG_04500	0.523850917816162
1059164	GAT201	CNAG_00251	0.5216893255710601
1059188	GAT201	CNAG_00275	0.5216893255710601
1059473	GAT201	CNAG_00598	0.5216893255710601
1059594	GAT201	CNAG_00735	0.5216893255710601
1059728	GAT201	ECM2201	0.5216893255710601
1061644	GAT201	NPP1	0.5216893255710601
1062141	GAT201	CAS3	0.5216893255710601
1062213	GAT201	CNAG_03719	0.5216893255710601
1062229	GAT201	CAP4	0.5216893255710601
1063241	GAT201	CNAG_04874	0.5216893255710601
1063411	GAT201	CNAG_05079	0.5216893255710601
1064121	GAT201	CNAG_05870	0.5216893255710601
1064430	GAT201	CFT1	0.5216893255710601
1064558	GAT201	CNAG_06389	0.5216893255710601
1064665	GAT201	CNAG_06517	0.5216893255710601
1064906	GAT201	CNAG_06785	0.5216893255710601
1065015	GAT201	CNAG_06917	0.5216893255710601
1065218	GAT201	CNAG_07456	0.5216893255710601
1065467	GAT201	CNAG_07759	0.5216893255710601
615901	SWI6	CNAG_04603	0.5207139167363417
1092571	CIR1	CNAG_07911	0.517244249582291
1059346	GAT201	ISP6	0.514351189136505
1064002	GAT201	STP1	0.508499801158905
313835	FZC31	CNAG_02339	0.5082087112788151
1087668	CIR1	OPT1	0.5062190890312189
1088567	CIR1	CNAG_03011	0.5062190890312189
1092249	CIR1	CNAG_07519	0.5062190890312189
1046258	LIV3	CNAG_00904	0.506151586771011
1089985	CIR1	CNAG_04617	0.497996270656586
1092476	CIR1	CNAG_07798	0.497996270656586
1060396	GAT201	CNAG_01635	0.497443318367004
1063483	GAT201	CNAG_05161	0.497443318367004
1063616	GAT201	CNAG_05313	0.497443318367004
1008860	STB4	CNAG_07869	0.4929007854052133
1086648	CIR1	SIT1	0.490555346012115
1086869	CIR1	CNAG_01076	0.4881493449211121
1059517	GAT201	SRX1	0.4872409701347349
1062499	GAT201	CNAG_04039	0.4872409701347349
1063991	GAT201	CNAG_05731	0.482178390026093
1086403	CIR1	CNAG_00542	0.479573965072632
1048845	LIV3	CNAG_03859	0.475624561309814
1049099	LIV3	CNAG_04139	0.475624561309814
1051463	LIV3	CNAG_06836	0.475624561309814
630232	STB4	CNAG_04704	0.4750579972438034
486299	CCD6	CNAG_03645	0.4744619609567107
1063846	GAT201	CNAG_05573	0.468160331249237
1065453	GAT201	CNAG_07743	0.468160331249237
440559	CCD6	CNAG_03302	0.467205404913442
905139	CCD6	CNAG_06758	0.467205404913442
1065416	GAT201	CNAG_07698	0.4608718752861021
1060318	GAT201	CNAG_01553	0.460146903991699
932523	CCD6	CNAG_06997	0.4557726876588731
1086402	CIR1	CNAG_00541	0.454595267772675
1090903	CIR1	CNAG_05654	0.454595267772675
1063470	GAT201	CNAG_05147	0.454335272312164
1059093	GAT201	CNAG_00141	0.453985571861267
1060826	GAT201	CNAG_02118	0.453985571861267
1062364	GAT201	PDR802	0.453985571861267
1063631	GAT201	CNAG_05331	0.453985571861267
1092662	CIR1	CNAG_08014	0.4514300823211671
552929	FZC31	CNAG_04126	0.4511572207577401
1047512	LIV3	CNAG_02323	0.450930237770081
1051220	LIV3	SKS1	0.450930237770081
1051506	LIV3	CNAG_06897	0.450930237770081
1088162	CIR1	CNAG_02526	0.4496049284935
1091523	CIR1	CNAG_06374	0.4496049284935
297878	SWI6	CNAG_02208	0.448914580241686
1063154	GAT201	CNAG_04781	0.446710348129272
1065157	GAT201	CNAG_07380	0.446710348129272
628292	SWI6	CNAG_04692	0.4464484470807499
1087703	CIR1	CNAG_02005	0.446095645427704
1059564	GAT201	CNAG_00702	0.445012986660004
883916	SWI6	CNAG_06608	0.4405672543207996
1063253	GAT201	CNAG_04888	0.43992006778717
1060159	GAT201	CNAG_01367	0.438971281051636
1063448	GAT201	CNAG_05119	0.438971281051636
1089061	CIR1	CNAG_03570	0.4345485568046569
1048569	LIV3	CNAG_03545	0.433451771736145
1059759	GAT201	CNAG_00919	0.432713508605957
1060668	GAT201	CNAG_01945	0.432713508605957
1063928	GAT201	CNAG_05659	0.432713508605957
1086443	CIR1	CNAG_00588	0.429072976112366
1045804	LIV3	CNAG_00400	0.42750495672226
1046387	LIV3	FRK102	0.42750495672226
1046441	LIV3	CNAG_01118	0.42750495672226
1047225	LIV3	CNAG_01995	0.42750495672226
1047591	LIV3	ANXC3.1	0.42750495672226
1049067	LIV3	CNAG_04101	0.42750495672226
1049837	LIV3	FCY3	0.42750495672226
1050003	LIV3	PIP2	0.42750495672226
1050248	LIV3	MTN1	0.42750495672226
1050442	LIV3	PTP1	0.42750495672226
1089387	CIR1	CNAG_03939	0.426484405994415
628709	CCD6	CNAG_04694	0.4233315771852275
1060439	GAT201	FCY2	0.420081496238708
1064059	GAT201	CNAG_05803	0.420081496238708
1086441	CIR1	CNAG_00586	0.4183371663093571
1086193	CIR1	MTN2	0.4165441393852229
1086697	CIR1	PDR5	0.4165441393852229
1087449	CIR1	CNAG_01714	0.4165441393852229
1090609	CIR1	CNAG_05329	0.4165441393852229
1059897	GAT201	UBC4	0.416334748268127
827668	FZC31	CNAG_06181	0.4142471077844329
543968	CCD6	CNAG_04062	0.4140828222030923
1061680	GAT201	CNAG_03122	0.4140365719795229
1059117	GAT201	CNAG_00165	0.4129182100296021
1065484	GAT201	TDA10	0.4129182100296021
1059952	GAT201	CNAG_01139	0.4111306071281429
1087694	CIR1	CNAG_01994	0.408180356025696
566454	CCD6	CNAG_04222	0.40657170678651705
1062551	GAT201	CNAG_04096	0.404033958911896
1045983	LIV3	CNAG_00598	0.40372490882873496
1048397	LIV3	BZP4	0.40372490882873496
835010	FZC31	CNAG_06234	0.4027486836619029
1059951	GAT201	CCP1	0.40097051858902
1060430	GAT201	CNAG_01671	0.40096110105514493
1064905	GAT201	CNAG_06784	0.40096110105514493
1045859	LIV3	LIV1	0.40038591623306297
1046133	LIV3	CNAG_00765	0.40038591623306297
1046224	LIV3	CAS92	0.40038591623306297
1047199	LIV3	CNAG_01965	0.40038591623306297
1047948	LIV3	CNAG_02849	0.40038591623306297
1048056	LIV3	CNAG_02966	0.40038591623306297
1048073	LIV3	YSA1	0.40038591623306297
1048718	LIV3	CNAG_03713	0.40038591623306297
1049044	LIV3	CNAG_04077	0.40038591623306297
1049100	LIV3	CNAG_04141	0.40038591623306297
1049861	LIV3	CNAG_05009	0.40038591623306297
1049954	LIV3	CNAG_05114	0.40038591623306297
1051531	LIV3	XFP2	0.40038591623306297
1051728	LIV3	CNAG_07456	0.40038591623306297
1086168	CIR1	CNAG_00275	0.397243320941925
1052074	LIV3	CNAG_07876	0.39624559879303
1061249	GAT201	CNAG_02600	0.393853485584259
978768	SWI6	CNAG_07635	0.39343454172041176
1047138	LIV3	CNAG_01902	0.39339417219162
1048093	LIV3	CNAG_03007	0.39339417219162
17615	SWI6	CNAG_00128	0.3921345000886509
1062600	GAT201	CNAG_04154	0.3908287286758421
1092141	CIR1	CNAG_07387	0.389442324638367
1045768	LIV3	CNAG_00359	0.38891935348510703
1049717	LIV3	MLN1	0.38891935348510703
23539	CCD6	CNAG_00166	0.38784768184050455
243007	FZC31	CNAG_01816	0.3869562173722587
1089466	CIR1	CNAG_04025	0.386454939842224
1089611	CIR1	CNAG_04185	0.386454939842224
1062198	GAT201	CNAG_03704	0.38559424877166704
1088987	CIR1	CNAG_03481	0.384994685649872
1088434	CIR1	CNAG_02865	0.384708166122437
611580	CCD6	CNAG_04571	0.3844163364904789
1092001	CIR1	XFP2	0.383701503276825
1091845	CIR1	CNAG_06743	0.382363796234131
427557	CCD6	CNAG_03205	0.38131527363214296
1062502	GAT201	CNAG_04042	0.380353271961212
1088460	CIR1	CNAG_02893	0.37949991226196295
1059273	GAT201	CNAG_00374	0.379367709159851
1063726	GAT201	CNAG_05438	0.379367709159851
1064090	GAT201	LIV3	0.379367709159851
1063571	GAT201	CNAG_05265	0.378654956817627
1091375	CIR1	CNAG_06204	0.3775002360343929
590928	CCD6	CNAG_04395	0.3766420896893744
1090312	CIR1	CNAG_04988	0.37630760669708296
1064469	GAT201	CNAG_06294	0.37566071748733504
1059210	GAT201	CNAG_00303	0.373471736907959
1061853	GAT201	CNAG_03312	0.373471736907959
1050608	LIV3	CNAG_05843	0.37254989147186296
1051394	LIV3	GAT204	0.37254989147186296
1092464	CIR1	TDA10	0.37029159069061296
504126	BZP4	HXS1	0.3681724542987336
1049566	LIV3	CNAG_04675	0.36809539794921897
779324	FZC31	CNAG_05802	0.367929257935784
1063113	GAT201	CNAG_04736	0.366064131259918
1065694	GAT201	CNAG_08026	0.366064131259918
1086574	CIR1	CNAG_00735	0.365882158279419
1062948	GAT201	ITR1A	0.365644633769989
1047511	LIV3	FZC17	0.364646315574646
1047773	LIV3	CNAG_02659	0.364646315574646
141289	CLR1	CNAG_01075	0.3629987680580021
51476	RDS2	CNAG_00407	0.3629987680580021
630157	ASG101	CNAG_04704	0.3629987680580021
907784	ADA2	CNAG_06777	0.3629987680580021
655971	CLR3	CNAG_04887	0.3629987680580021
102195	SP1	MP88	0.3629987680580021
380617	SP1	CNAG_02864	0.3629987680580021
118932	FZC31	CNAG_00898	0.3621584077631537
1064697	GAT201	CNAG_06554	0.36132800579071
928079	STB4	CNAG_06932	0.36126381479161096
1050303	LIV3	CNAG_05515	0.359724640846252
1050877	LIV3	CNAG_06172	0.359724640846252
1051759	LIV3	CNAG_07491	0.359724640846252
731816	HLH3	CNAG_05459	0.3579793094915096
390689	FZC7	CNAG_02933	0.3579793094915096
967699	RIM101	CNAG_07540	0.3579793094915096
648983	BZP4	MLN1	0.3558574998499979
772657	CCD6	CNAG_05755	0.35535554993187185
351772	FZC31	CNAG_02660	0.35535554993187185
416480	FZC31	CNAG_03128	0.3552951684390941
982049	CLR1	CNAG_07663	0.3551344144122269
613178	FZC51	CNAG_04585	0.3551344144122269
963496	FZC51	CNAG_07511	0.3551344144122269
141988	ADA2	CNAG_01080	0.3551344144122269
738476	FZC31	CNAG_05514	0.3550855730694499
1088840	CIR1	CNAG_03318	0.354279100894928
746943	RIM101	CNAG_05573	0.3538633998830758
203256	ERT1	CNAG_01527	0.3538633998830758
606947	CLR1	CNAG_04526	0.3538633998830758
343979	FZC18	CNAG_02558	0.3538633998830758
6499	RDS2	PKP1	0.3538633998830758
341529	RDS2	IRK2	0.3538633998830758
346270	RDS2	CNAG_02577	0.3538633998830758
926650	RDS2	XFP2	0.3538633998830758
450288	ASG1	SWE102	0.3538633998830758
642718	FZC33	CNAG_04793	0.3538633998830758
849689	SKN7	BLP2	0.3538633998830758
549401	CCD4	CNAG_04100	0.3538633998830758
672681	ASG101	CNAG_05021	0.3538633998830758
646192	ADA2	CNAG_04818	0.3538633998830758
172121	ECM2201	CNAG_01290	0.3538633998830758
853312	ECM2201	CNAG_06372	0.3538633998830758
169506	SP1	CNAG_01272	0.3538633998830758
962072	SP1	CNAG_07498	0.3538633998830758
1060535	GAT201	CNAG_01796	0.3532969355583189
1060261	GAT201	CAS9	0.353005051612854
1064516	GAT201	MDM10	0.353005051612854
925639	CCD6	CNAG_06916	0.3520224876799515
1061675	GAT201	CNAG_03117	0.35108643770217896
845322	CCD6	CNAG_06318	0.3506663141919041
1091446	CIR1	FPD1	0.350282490253448
1017275	BZP1	CNAG_07943	0.3502237022128044
620686	SKN7	CNAG_04635	0.3502237022128044
878910	SKN7	CNAG_06567	0.3502237022128044
428226	BWC2	UVE1	0.3502237022128044
716418	BWC2	CNAG_05350	0.3502237022128044
950139	SP1	MFalpha3	0.3502237022128044
341443	HLH3	CNAG_02541	0.3490750994953003
136739	BZP1	CNAG_01042	0.3490750994953003
685292	CNAG_05375	CNAG_05114	0.3490750994953003
859184	RDS2	CNAG_06414	0.3490750994953003
44888	SKN7	CNAG_00359	0.3490750994953003
265793	SKN7	CNAG_01982	0.3490750994953003
269465	SKN7	OVA1	0.3490750994953003
444469	SKN7	CNAG_03328	0.3490750994953003
5404	FZC51	CNAG_00038	0.3490750994953003
70679	SP1	CHS4	0.3490750994953003
90108	SP1	CNAG_00692	0.3490750994953003
247835	SP1	CNAG_01854	0.3490750994953003
869820	SP1	DPP101	0.3490750994953003
3978	MLR1	CNAG_00028	0.3490750994953003
890133	CNAG_05375	CNAG_06651	0.34616904321116554
51498	ERT1	CNAG_00407	0.34616904321116554
552920	CCD4	CNAG_04126	0.34616904321116554
552909	FZC51	CNAG_04126	0.34616904321116554
268989	MAL13	CNAG_02005	0.34616904321116554
29846	ECM2201	LYS9	0.34616904321116554
210660	GAT1	CNAG_01577	0.34616904321116554
1004906	BZP5	CNAG_07840	0.3455637682034248
168421	HLH3	CNAG_01263	0.3455637682034248
1008720	FZC25	CNAG_07868	0.3455637682034248
78295	RIM101	CEL1	0.3455637682034248
704722	RIM101	CNAG_05264	0.3455637682034248
778918	RIM101	CDA1	0.3455637682034248
367272	FZC44	CNAG_02768	0.3455637682034248
1008694	FZC42	CNAG_07868	0.3455637682034248
194841	ERT1	FHB1	0.3455637682034248
450296	YRM103	SWE102	0.3455637682034248
194819	RDS2	FHB1	0.3455637682034248
230160	RDS2	CNAG_01714	0.3455637682034248
404707	RDS2	CNAG_03037	0.3455637682034248
746895	RDS2	CNAG_05573	0.3455637682034248
831344	RDS2	CNAG_06207	0.3455637682034248
172178	ASG1	CNAG_01290	0.3455637682034248
397205	ECM22	CNAG_02984	0.3455637682034248
281245	SKN7	CNAG_02093	0.3455637682034248
988898	FZC46	CNAG_07711	0.3455637682034248
624177	BWC2	CNAG_04663	0.3455637682034248
848133	BWC2	CNAG_06337	0.3455637682034248
296350	ADA2	CNAG_02198	0.3455637682034248
968060	ADA2	CNAG_07544	0.3455637682034248
98371	GAT1	CNAG_00749	0.3455637682034248
305050	GAT1	MET2	0.3455637682034248
637912	GAT1	AMT2	0.3455637682034248
89955	SP1	CNAG_00691	0.3455637682034248
429414	SP1	CNAG_03223	0.3455637682034248
725253	SP1	CNAG_05412	0.3455637682034248
781705	SP1	CHS5	0.3455637682034248
930709	SP1	CNAG_06973	0.3455637682034248
1065296	GAT201	CNAG_07549	0.343921601772308
1057921	GAT204	CNAG_06517	0.34320962429046603
31799	CCD6	CNAG_00259	0.3431983322276171
506339	CCD6	CNAG_03789	0.3431983322276171
867045	CCD6	CNAG_06472	0.3431983322276171
504190	STB4	HXS1	0.3420599178642784
829507	ASG1	CNAG_06194	0.3413823019814456
417392	SKN7	CNAG_03135	0.3413823019814456
670095	SKN7	CNAG_05003	0.3413823019814456
952038	SKN7	CNAG_07419	0.3413823019814456
1016737	FZC51	BZP5	0.3413823019814456
474577	BWC2	CNAG_03555	0.3413823019814456
493089	BWC2	CNAG_03692	0.3413823019814456
142119	SP1	CNAG_01081	0.3413823019814456
269402	SP1	OVA1	0.3413823019814456
847944	SP1	CNAG_06336	0.3413823019814456
870126	SP1	CNAG_06501	0.3413823019814456
1091918	CIR1	FRE2	0.34137237071990995
545498	CCD6	CNAG_04072	0.3407434068275568
474221	HLH3	CNAG_03552	0.34057205192477624
329033	RIM101	CNAG_02449	0.34057205192477624
118526	ZAP104	ZIP1	0.34057205192477624
548657	YRM103	CNAG_04095	0.34057205192477624
507937	FZC51	CNAG_03808	0.34057205192477624
365797	SWI6	CNAG_02759	0.34057205192477624
10711	GAT1	CNAG_00077	0.34057205192477624
37023	SP1	CNAG_00300	0.3400815085660613
1059536	GAT201	CNAG_00674	0.33918094635009804
262845	SWI6	CNAG_01959	0.3382277522189076
405667	HOB3	CNAG_03044	0.3378146308856313
518270	CCD6	CNAG_03878	0.33780615710821205
1062227	GAT201	CNAG_03733	0.337340474128723
906363	CCD6	CNAG_06766	0.3368422642993099
1090232	CIR1	CNAG_04887	0.336607575416565
1090244	CIR1	CNAG_04901	0.336607575416565
1092593	CIR1	CNAG_07943	0.336607575416565
529785	SWI6	CNAG_03962	0.3365760576839795
1091989	CIR1	CNAG_06910	0.335724771022797
450349	CEP3	SWE102	0.33507795937190593
654276	SP1	CNAG_04874	0.33507795937190593
656417	SP1	CNAG_04891	0.33507795937190593
1089909	CIR1	CNAG_04523	0.334963083267212
1089928	CIR1	LPI10	0.334963083267212
521830	SWI6	CNAG_03907	0.33427494624410403
368669	HLH3	PHO84	0.3340889982238367
240361	ADA2	CNAG_01796	0.3340889982238367
223829	CLR3	CNAG_01668	0.3340889982238367
827774	SWI6	CNAG_06182	0.3340362225970489
882539	SWI6	CNAG_06599	0.3340362225970489
420236	SP1	CNAG_03154	0.3334516078811233
1088061	CIR1	ANXC3.1	0.33338576555252103
497926	CCD6	CNAG_03724	0.3327255760888634
45098	RIM101	CNAG_00360	0.33268921607415003
537182	FZC18	CNAG_04013	0.33172975402846605
1045651	LIV3	CNAG_00192	0.33137434720993003
1046143	LIV3	MP88	0.33137434720993003
1049803	LIV3	CNAG_04943	0.33137434720993003
927926	STB4	CNAG_06931	0.33090579271717085
1090605	CIR1	CNAG_05324	0.330753445625305
777621	FZC51	CNAG_05790	0.33030209497766105
486049	FZC17	CAS3	0.33030209497766105
870891	SP1	CNAG_06507	0.33030209497766105
838803	BWC2	CNAG_06267	0.3297945411712125
148516	STB4	CNAG_01122	0.3297100915737467
1061975	GAT201	CNAG_03443	0.329521238803864
1063477	GAT201	CNAG_05154	0.329061508178711
1059796	GAT201	CTR4	0.328947007656097
1056667	GAT204	CNAG_05079	0.328708052635193
1050124	LIV3	CNAG_05310	0.32863867282867404
1050648	LIV3	CNAG_05889	0.32863867282867404
1052167	LIV3	VEA2	0.32863867282867404
994083	FZC19	CNAG_07753	0.32740866507972183
253930	CCD6	CNAG_01898	0.3270451022730387
844270	MLR1	CNAG_06312	0.32668311792451554
201240	FZC31	CNAG_01511	0.3264983467363279
609903	FZC25	CNAG_04556	0.3264011042510735
679789	RIM101	CNAG_05075	0.3264011042510735
831366	ERT1	CNAG_06207	0.3264011042510735
993071	ERT1	MPD1	0.3264011042510735
993049	RDS2	MPD1	0.3264011042510735
825372	ECM22	CNAG_06163	0.3264011042510735
50243	SKN7	CNAG_00399	0.3264011042510735
574645	SKN7	CNAG_04280	0.3264011042510735
825369	SKN7	CNAG_06163	0.3264011042510735
930760	FZC20	CNAG_06973	0.3264011042510735
980633	ASG101	CNAG_07648	0.3264011042510735
994237	BWC2	CNAG_07755	0.3264011042510735
859134	ADA2	CNAG_06414	0.3264011042510735
1003250	ADA2	CNAG_07826	0.3264011042510735
290208	SP1	CNAG_02156	0.3264011042510735
511671	HOB6	CNAG_03833	0.325569832720175
919895	FZC51	FZC41	0.325569832720175
844401	FZC7	CNAG_06312	0.32503103331491723
459925	RDS2	HXT1	0.32503103331491723
47038	ASG1	CNAG_00373	0.32503103331491723
341813	CNAG_03059	CNAG_02544	0.32503103331491723
1092193	CIR1	DUR3	0.324021577835083
785440	SKN7	CNAG_05843	0.32396222547314285
979227	SWI6	CNAG_07638	0.322650883223334
1087712	CIR1	CNAG_02016	0.322408735752106
411585	FZC31	CNAG_03091	0.3223501042092927
484709	ASG1	CNAG_03635	0.3219273753420898
23165	SKN7	CNAG_00164	0.3219273753420898
872921	CNAG_02603	FRE3	0.3219273753420898
317156	ADA2	CNAG_02363	0.3219273753420898
339162	SP1	CNAG_02526	0.3219273753420898
769007	SP1	CNAG_05731	0.3219273753420898
43341	MAL13	CNAG_00348	0.3213597391071065
725269	ZFC4	CNAG_05412	0.3213597391071065
962050	CCD6	CNAG_07494	0.3210319165577157
1087104	CIR1	CNAG_01331	0.320726990699768
1092393	CIR1	CNAG_07693	0.320726990699768
362586	ADA2	CNAG_02735	0.3206972775361029
437805	CCD6	CNAG_03284	0.3204204785617069
314650	CNAG_05375	CNAG_02344	0.320280202007694
60986	YAP2	CNAG_00474	0.320280202007694
800595	RDS2	CNAG_05972	0.320280202007694
870504	RDS2	CNAG_06503	0.320280202007694
994426	RDS2	CNAG_07756	0.320280202007694
880072	GAT1	CNAG_06578	0.320280202007694
571697	SWI6	CNAG_04261	0.3202571841423893
481951	FZC31	CLP1	0.3195498173063511
241126	ADA2	CNAG_01801	0.3190482742591925
490889	CCD6	CNAG_03675	0.3182443433427625
1061212	GAT201	CNAG_02558	0.318224966526031
712084	HLH3	CNAG_05315	0.3180468021306838
1058270	GAT204	CNAG_06917	0.31658601760864297
277658	BZP5	CNAG_02069	0.3160135762389844
476065	BZP5	CNAG_03564	0.3160135762389844
969104	BZP5	CNAG_07551	0.3160135762389844
320179	HLH3	CNAG_02386	0.3160135762389844
679808	HLH3	CNAG_05075	0.3160135762389844
609597	FZC25	ITR1A	0.3160135762389844
609750	FZC25	CNAG_04553	0.3160135762389844
610056	FZC25	CNAG_04557	0.3160135762389844
610209	FZC25	CNAG_04558	0.3160135762389844
610362	FZC25	CNAG_04561	0.3160135762389844
610515	FZC25	CNAG_04562	0.3160135762389844
610668	FZC25	CNAG_04563	0.3160135762389844
610821	FZC25	CNAG_04564	0.3160135762389844
610974	FZC25	CNAG_04565	0.3160135762389844
611127	FZC25	CNAG_04566	0.3160135762389844
611280	FZC25	CNAG_04567	0.3160135762389844
1008261	FZC25	CNAG_07865	0.3160135762389844
1008414	FZC25	CNAG_07866	0.3160135762389844
1008567	FZC25	CNAG_07867	0.3160135762389844
804468	RIM101	CNAG_06000	0.3160135762389844
114090	FZC44	CNAG_00861	0.3160135762389844
746911	CLR1	CNAG_05573	0.3160135762389844
998551	ECM22	CNAG_07793	0.3160135762389844
931525	FZC20	CNAG_06983	0.3160135762389844
931678	FZC20	CNAG_06984	0.3160135762389844
962123	FZC20	CNAG_07498	0.3160135762389844
56805	MAL13	CNAG_00446	0.3160135762389844
37365	BWC2	CNAG_00302	0.3160135762389844
497066	BWC2	CNAG_03719	0.3160135762389844
613167	BWC2	CNAG_04585	0.3160135762389844
343479	FZC45	SIP402	0.3160135762389844
343631	FZC45	CNAG_02556	0.3160135762389844
343784	FZC45	CNAG_02557	0.3160135762389844
343937	FZC45	CNAG_02558	0.3160135762389844
549376	FZC45	CNAG_04100	0.3160135762389844
549529	FZC45	CNAG_04101	0.3160135762389844
549682	FZC45	CNAG_04102	0.3160135762389844
549835	FZC45	CNAG_04103	0.3160135762389844
127149	ADA2	CTR4	0.3160135762389844
534683	ADA2	CNAG_03997	0.3160135762389844
856533	ADA2	CNAG_06395	0.3160135762389844
877492	ADA2	CNAG_06557	0.3160135762389844
1088563	CIR1	CNAG_03007	0.31601268053054804
207493	FZC51	CNAG_01555	0.31596061674297604
565253	GAT1	MET3	0.31596061674297604
1046104	LIV3	CNAG_00735	0.315864145755768
167790	RIM101	CNAG_01257	0.31579090062997844
1059037	GAT201	CNAG_00079	0.315717577934265
13963	FKH2	CNAG_00099	0.3154864555254571
1052819	GAT204	CNAG_00702	0.315276026725769
1086094	CIR1	AOX1	0.31456702947616605
1088610	CIR1	CNAG_03058	0.31456702947616605
1088913	CIR1	CNAG_03395	0.31456702947616605
445594	FZC44	FZC50	0.31437072056288834
337985	FZC51	HLH5	0.31437072056288834
19868	CCD6	CNAG_00142	0.3143645880344064
1009472	STB4	CNAG_07874	0.31433704075711993
656280	ZFC4	CNAG_04889	0.3143175642219471
338077	HLH3	HLH5	0.3133409954990949
37059	BWC2	CNAG_00300	0.3133409954990949
574582	SP1	CNAG_04280	0.3133409954990949
671113	SIP401	ZFC7	0.3128841154182384
327208	CCD6	CNAG_02437	0.3126820233076997
634720	ADA2	CNAG_04736	0.3123762747461025
1002017	CLR3	CNAG_07816	0.3123762747461025
827715	HOB3	CNAG_06181	0.3122928603947286
844354	HSF2	CNAG_06312	0.3117666127317409
443681	FKH2	CNAG_03323	0.3113986705872582
679363	SP1	CNAG_05072	0.3113986705872582
169626	RIM101	CNAG_01272	0.3111130739217455
380861	ZFC5	CNAG_02865	0.3111130739217455
842662	RDS2	CNAG_06297	0.3111130739217455
855665	RDS2	CNAG_06388	0.3111130739217455
262274	ZNF2	CNAG_01955	0.3111130739217455
1050970	LIV3	CNAG_06285	0.311023235321045
