	REGULATOR	TARGET	VALUE
671932	FZC33	CNAG_05016	0.21991185352576445
877535	FZC33	CNAG_06557	0.21991185352576445
229041	GAT7	CRG3	0.21991185352576445
117662	SWI6	CNAG_00890	0.21991185352576445
728026	SWI6	CNAG_05435	0.21991185352576445
1029102	SWI6	CNAG_08023	0.21991185352576445
824242	CNAG_00514	FZC7	0.21991185352576445
352318	GAT1	CNAG_02664	0.21991185352576445
917341	ERT1	CNAG_06845	0.21983498524973896
495770	CNAG_05375	ECM22	0.21983315004842174
383637	HOB3	CNAG_02884	0.21983315004842174
380824	CNAG_03132	CNAG_02865	0.21983315004842174
1020236	FZC36	CNAG_07964	0.21983315004842174
1063386	GAT201	PIP201	0.21976709365844704
465492	CCD6	CNAG_03481	0.21976698590655408
1074588	NRG1	CNAG_02432	0.219675719738007
75844	CNAG_05375	CNAG_00585	0.2194928044287779
1063815	GAT201	CNAG_05539	0.21941721439361606
1073179	NRG1	CNAG_00836	0.219413280487061
1073563	NRG1	CNAG_01272	0.219413280487061
1073822	NRG1	CNAG_01567	0.219413280487061
1073832	NRG1	CNAG_01577	0.219413280487061
1074530	NRG1	CNAG_02365	0.219413280487061
1074965	NRG1	CNAG_02888	0.219413280487061
1076373	NRG1	CNAG_04467	0.219413280487061
1076375	NRG1	CNAG_04469	0.219413280487061
1076720	NRG1	CNAG_04862	0.219413280487061
1076935	NRG1	CNAG_05115	0.219413280487061
1077362	NRG1	PUT2	0.219413280487061
1078200	NRG1	SKS1	0.219413280487061
1078481	NRG1	CNAG_06890	0.219413280487061
1078595	NRG1	CNAG_07321	0.219413280487061
1088216	CIR1	CNAG_02586	0.219320356845856
242459	CCD6	CNAG_01812	0.21920378472357585
790751	SWI6	KAP123	0.21910281067482992
1065619	GAT201	CNAG_07949	0.219001948833466
510163	CCD6	CNAG_03822	0.2189997786944444
1089571	CIR1	CNAG_04142	0.218819081783295
682570	BZP5	CNAG_05095	0.21879512461547987
23124	ADA2	CNAG_00164	0.21869564307129336
365772	BZP5	CNAG_02758	0.2186701575291397
1030292	HLH3	CNAG_09001T0	0.2186701575291397
1030445	HLH3	CNAG_09002T0	0.2186701575291397
1031822	HLH3	CNAG_09011T0	0.2186701575291397
911561	BZP1	CNAG_06805	0.2186701575291397
184310	CNAG_05375	CNAG_01379	0.2186701575291397
671195	DDT1	ZFC7	0.2186701575291397
408990	RDS2	CNAG_03068	0.2186701575291397
238969	BZP3	CNAG_01787	0.2186701575291397
896449	BZP3	URO2	0.2186701575291397
66248	CNAG_00514	CNAG_00515	0.2186701575291397
270326	CNAG_00514	CNAG_02016	0.2186701575291397
524110	CNAG_00514	CNAG_03922	0.2186701575291397
682123	CNAG_00514	CNAG_05092	0.2186701575291397
853457	CNAG_00514	CNAG_06374	0.2186701575291397
948768	CNAG_00514	CNAG_07393	0.2186701575291397
113049	BZP5	CNAG_00851	0.2185555888261936
756763	BZP5	CNAG_05641	0.2185555888261936
221108	MAL13	H4	0.21850100977800987
1088161	CIR1	CNAG_02525	0.218435764312744
1092544	CIR1	CNAG_07876	0.218435764312744
1086719	CIR1	ZIP1	0.218429148197174
1087127	CIR1	CNAG_01354	0.218429148197174
644160	CCD6	CNAG_04802	0.2182092276511481
317556	CNAG_05375	CNAG_02365	0.21813334087817865
714109	ADA2	CNAG_05333	0.2181064274323996
114591	BZP3	CAS92	0.2181064274323996
430492	BZP3	CNAG_03231	0.2181064274323996
353074	CNAG_07528	CNAG_02670	0.21788968109361345
680420	HLH3	CNAG_05079	0.21788968109361345
264951	FZC49	CNAG_01975	0.21788968109361345
672002	FZC35	CNAG_05016	0.21788968109361345
615098	MIG1	CNAG_04597	0.21788968109361345
978876	FZC7	CNAG_07635	0.21788968109361345
595054	BZP1	CNAG_04437	0.21788968109361345
778925	BZP1	CDA1	0.21788968109361345
660672	CNAG_06097	CNAG_04926	0.21788968109361345
818396	CNAG_06097	APH4	0.21788968109361345
1008709	CNAG_06097	CNAG_07868	0.21788968109361345
317409	FZC37	FZC19	0.21788968109361345
406135	FZC37	CNAG_03047	0.21788968109361345
621203	JJJ1	CNAG_04638	0.21788968109361345
49535	RIM101	CNAG_00393	0.21788968109361345
347083	RIM101	CNAG_02583	0.21788968109361345
618908	RIM101	CNAG_04622	0.21788968109361345
859232	RIM101	CNAG_06414	0.21788968109361345
931900	RIM101	CNAG_06985	0.21788968109361345
1003960	RIM101	CNAG_07831	0.21788968109361345
224393	FZC44	CNAG_01671	0.21788968109361345
349828	FZC42	CNAG_02601	0.21788968109361345
671825	FZC42	CAT4	0.21788968109361345
383782	FZC3	CAP64	0.21788968109361345
414530	FZC3	FZC46	0.21788968109361345
454454	FZC3	CNAG_03397	0.21788968109361345
979313	FZC3	CNAG_07638	0.21788968109361345
1007766	FZC8	CNAG_07862	0.21788968109361345
234470	MBF1	CNAG_01743	0.21788968109361345
84239	YAP2	CNAG_00652	0.21788968109361345
202800	YAP2	CNAG_01524	0.21788968109361345
165470	FZC27	HAPX	0.21788968109361345
416964	ERT1	CNAG_03132	0.21788968109361345
185357	HOB7	CNAG_01386	0.21788968109361345
219624	DDT1	CNAG_01638	0.21788968109361345
599914	DDT1	CNAG_04470	0.21788968109361345
930801	DDT1	CNAG_06973	0.21788968109361345
994293	DDT1	CNAG_07755	0.21788968109361345
139606	ZAP103	FRK102	0.21788968109361345
682662	ZAP103	CNAG_05096	0.21788968109361345
872967	ZAP103	FRE3	0.21788968109361345
920393	ZAP103	CNAG_06874	0.21788968109361345
43381	ARO8001	CNAG_00348	0.21788968109361345
549582	ARO8001	CNAG_04101	0.21788968109361345
414505	HSF2	FZC46	0.21788968109361345
999331	HSF2	CNAG_07798	0.21788968109361345
401648	RDS2	CAX4	0.21788968109361345
470329	RDS2	CNAG_03520	0.21788968109361345
707734	RDS2	CNAG_05287	0.21788968109361345
921143	RDS2	CNAG_06881	0.21788968109361345
113431	ASG1	ERG2	0.21788968109361345
349788	ASG1	CNAG_02601	0.21788968109361345
388643	ASG1	CNAG_02920	0.21788968109361345
692894	ASG1	CNAG_05171	0.21788968109361345
776269	ASG1	CNAG_05781	0.21788968109361345
1030071	ASG1	CNAG_08029	0.21788968109361345
265183	FZC33	CNAG_01977	0.21788968109361345
110824	FZC48	CNAG_00836	0.21788968109361345
417393	FZC48	CNAG_03135	0.21788968109361345
465118	SKN7	CNAG_03479	0.21788968109361345
523555	SKN7	SOG2	0.21788968109361345
549100	SKN7	PDR5-2	0.21788968109361345
3272	HCM101	CNAG_00023	0.21788968109361345
80983	CNAG_03132	CNAG_00627	0.21788968109361345
473830	CNAG_03132	CNAG_03548	0.21788968109361345
610432	CNAG_03132	CNAG_04562	0.21788968109361345
769673	CNAG_03132	CNAG_05735	0.21788968109361345
634901	CNAG_03059	CNAG_04737	0.21788968109361345
64760	FZC51	FZC28	0.21788968109361345
145685	FZC51	CNAG_01104	0.21788968109361345
528129	FZC51	CNAG_03951	0.21788968109361345
652481	CNAG_02603	CNAG_04862	0.21788968109361345
974505	CNAG_02603	CNAG_07594	0.21788968109361345
1007706	CNAG_02603	CNAG_07862	0.21788968109361345
192034	FKH2	SWI6	0.21788968109361345
482689	FKH2	TAO3	0.21788968109361345
644830	BWC2	FZC8	0.21788968109361345
891123	BWC2	CNAG_06658	0.21788968109361345
112783	FZC19	CNAG_00850	0.21788968109361345
380805	FZC19	CNAG_02865	0.21788968109361345
490180	FZC17	CNAG_03671	0.21788968109361345
599700	FZC13	CNAG_04469	0.21788968109361345
343932	FZC36	CNAG_02558	0.21788968109361345
120727	GAT8	CNAG_00911	0.21788968109361345
383698	ADA2	CAP64	0.21788968109361345
385840	ADA2	CNAG_02900	0.21788968109361345
984890	ADA2	CNAG_07682	0.21788968109361345
163712	SWI6	CNAG_01231	0.21788968109361345
500721	SWI6	CNAG_03745	0.21788968109361345
599689	SWI6	CNAG_04469	0.21788968109361345
343920	ZFC4	CNAG_02558	0.21788968109361345
891103	ZFC4	CNAG_06658	0.21788968109361345
584083	FZC34	ARO8001	0.21788968109361345
34130	ECM2201	CNAG_00275	0.21788968109361345
163706	ECM2201	CNAG_01231	0.21788968109361345
286092	ECM2201	CNAG_02126	0.21788968109361345
301085	ECM2201	PFT1	0.21788968109361345
564501	ECM2201	CNAG_04209	0.21788968109361345
614978	ECM2201	CNAG_04597	0.21788968109361345
724349	ECM2201	CNAG_05406	0.21788968109361345
849487	ECM2201	BLP1	0.21788968109361345
581325	FZC38	CNAG_04325	0.21788968109361345
994212	FZC38	CNAG_07755	0.21788968109361345
864626	BZP3	CNAG_06453	0.21788968109361345
479899	LIV1	STE6	0.21788968109361345
564488	GAT1	CNAG_04209	0.21788968109361345
102348	SP1	CNAG_00777	0.21788968109361345
265730	SP1	CNAG_01982	0.21788968109361345
490146	SP1	CNAG_03671	0.21788968109361345
589114	SP1	CNAG_04380	0.21788968109361345
706438	SP1	CNAG_05279	0.21788968109361345
841672	SP1	FPD1	0.21788968109361345
934074	SP1	CNAG_07027	0.21788968109361345
209127	ZFC6	CNAG_01567	0.21788968109361345
560813	ZFC6	CNAG_04185	0.21788968109361345
317281	FZC4	CNAG_02363	0.2177819519247339
553007	CNAG_07528	CNAG_04126	0.2177819519247339
644458	FZC37	SRE1	0.2177819519247339
115468	RIM101	CLR3	0.2177819519247339
449782	GAT7	ZNF2	0.2177819519247339
656899	GAT7	FZC3	0.2177819519247339
855613	SWI6	CNAG_06388	0.2177819519247339
581248	ZAP103	CNAG_04324	0.21766990996248609
1054590	GAT204	CNAG_02735	0.217664003372192
998899	ZFC7	CNAG_07795	0.21765194052729134
1087689	CIR1	CNAG_01989	0.21764349937439
518339	FZC51	CNAG_03881	0.2175833546830575
11102	ARO8001	CNAG_00079	0.21754415860380555
28567	FZC42	CNAG_00236	0.2174772209900198
305111	GAT203	MET2	0.2174772209900198
977376	FZC28	CNAG_07625	0.2174772209900198
652551	FZC42	CNAG_04862	0.2174401948444273
756775	BZP3	FZC37	0.2174401948444273
1063061	GAT201	LPI14	0.21735590696334806
102173	CCD6	CNAG_00775	0.2173413933989443
776889	YRM103	STB4	0.2171265504026968
428140	MLN1	HCM101	0.2170432839793112
458902	RIM101	FZC48	0.21700376888155248
653506	BZP5	CNAG_04868	0.2169898375363461
938284	YRM103	CNAG_07313	0.2169898375363461
1092572	CIR1	CNAG_07912	0.21684825420379605
692790	RIM101	PIP2	0.2168433079510169
945934	YRM103	CNAG_07367	0.2168433079510169
610291	ECM22	CNAG_04561	0.2168433079510169
877826	CNAG_03059	CNAG_06559	0.2168433079510169
994242	CNAG_02603	CNAG_07755	0.2168433079510169
4623	FZC13	CNAG_00032	0.2168433079510169
242975	FZC19	CNAG_01816	0.21683935903785725
242153	CCD6	CNAG_01810	0.2167734469129628
565119	SWI6	CNAG_04213	0.2167734469129628
54765	BZP5	CNAG_00429	0.21669545745349697
102190	BZP5	CNAG_00775	0.21669545745349697
102955	BZP5	CNAG_00780	0.21669545745349697
47254	MIG1	CNAG_00374	0.21669545745349697
385799	MIG1	CNAG_02899	0.21669545745349697
473903	BZP1	CNAG_03548	0.21669545745349697
964188	BZP1	CNAG_07516	0.21669545745349697
182770	CLR4	CNAG_01367	0.21669545745349697
204327	ERT1	CNAG_01534	0.21669545745349697
845351	BZP3	CNAG_06319	0.21669545745349697
112754	CNAG_00514	CNAG_00850	0.21669545745349697
161250	CNAG_00514	CNAG_01210	0.21669545745349697
732754	CNAG_00514	CNAG_05466	0.21669545745349697
768554	CNAG_00514	CNAG_05727	0.21669545745349697
855905	CNAG_00514	CNAG_06390	0.21669545745349697
909298	CNAG_00514	CNAG_06787	0.21669545745349697
1073914	NRG1	CNAG_01664	0.216677248477936
1079085	NRG1	CNAG_07921	0.216677248477936
95138	MIG1	CNAG_00726	0.2166547793559256
454917	FZC42	GAT203	0.2165091075133065
899734	YRM103	FZC49	0.2165091075133065
21924	MAL13	SP1	0.2165091075133065
585465	GAT7	CNAG_04355	0.21649308510068094
354172	SWI6	CNAG_02678	0.2164729257400147
1092436	CIR1	CNAG_07746	0.21644055843353305
1000881	FZC8	CNAG_07808	0.2164382787828074
839578	MAL13	CEP3	0.2164382787828074
842168	YRM101	CNAG_06294	0.2164382787828074
146276	GAT8	DAL2	0.2164382787828074
1094777	USV101	CNAG_02381	0.21643471717834495
1096160	USV101	CNAG_03971	0.21643471717834495
1096932	USV101	MLN1	0.21643471717834495
1096962	USV101	PNB1	0.21643471717834495
1097401	USV101	ITR3C	0.21643471717834495
1097656	USV101	PTP1	0.21643471717834495
799982	ASG1	CDC420	0.21638928422484094
117665	GAT7	CNAG_00890	0.21638928422484094
351858	SP1	ISP4	0.21638928422484094
873473	MIG1	CNAG_06527	0.2161922060908003
983778	MIG1	CNAG_07674	0.2161922060908003
499292	RIM101	CNAG_03733	0.2161922060908003
291090	CNAG_05375	CNAG_02162	0.2161922060908003
193307	ARO80	HSP12	0.2161922060908003
773604	BZP3	CNAG_05762	0.2161922060908003
238050	CNAG_00514	CNAG_01776	0.2161922060908003
666060	CNAG_00514	CNAG_04974	0.2161922060908003
899508	CNAG_00514	CNAG_06718	0.2161922060908003
120845	HLH4	CNAG_00911	0.2161522869210424
148792	ERT1	CNAG_01124	0.2161522869210424
382474	STE12alpha	FZC51	0.2161522869210424
899661	CNAG_00514	FZC49	0.2161522869210424
728469	FZC28	CNAG_05438	0.2161522869210424
319907	SWI6	CNAG_02385	0.2161422681194237
292039	BZP5	CNAG_02168	0.21611080894799709
395910	BZP5	CNAG_02975	0.21611080894799709
767319	BZP5	CNAG_05718	0.21611080894799709
877006	BZP5	GAL83	0.21611080894799709
462234	ARO8001	KIP1	0.21611080894799709
774717	ASG101	CNAG_05769	0.21611080894799709
467550	FZC51	CNAG_03495	0.21611080894799709
88465	FKH2	CNAG_00681	0.21611080894799709
175666	FKH2	RPA32	0.21611080894799709
733094	FKH2	APN1	0.21611080894799709
1059944	GAT201	CNAG_01131	0.215994477272034
1061208	GAT201	CNAG_02554	0.215994477272034
1064944	GAT201	CNAG_06827	0.215994477272034
1090599	CIR1	CNAG_05316	0.215908110141754
1090251	CIR1	CNAG_04909	0.215858340263367
221974	FZC4	CIG1	0.21580975901486807
711606	RIM101	CNAG_05312	0.21580975901486807
912778	RIM101	CAP1alpha	0.21580975901486807
679768	FZC26	CNAG_05075	0.21580975901486807
240127	ERT1	CNAG_01794	0.21580975901486807
713109	HOB7	CNAG_05324	0.21580975901486807
547285	FZC47	CNAG_04085	0.21580975901486807
177648	FZC17	ALK1	0.21580975901486807
254584	SWI6	CNAG_01903	0.21580975901486807
359831	SWI6	CNAG_02715	0.21580975901486807
895375	LIV1	CNAG_06687	0.21580975901486807
522393	STB4	ITR6	0.21580253480846084
77674	FZC42	DIP5	0.21580253480846084
213218	FZC42	CNAG_01594	0.21580253480846084
759919	DDT1	PTP1	0.21580253480846084
408590	CCD6	CNAG_03064	0.21577062494411509
1092299	CIR1	CNAG_07574	0.21563571691513106
348151	CNAG_05375	CNAG_02590	0.2155737883061317
949410	BWC2	CNAG_07402	0.21550506901717256
703698	ECM2201	CAT2	0.21550248047754733
961635	ADA2	CNAG_07492	0.21545587327630464
824342	FZC3	FZC7	0.21542875733406108
226576	CNAG_00514	CNAG_01689	0.21541577211843285
242654	SWI6	CNAG_01814	0.21539931151172365
14826	FZC49	TCO5	0.2150996687308439
247962	BZP1	CNAG_01854	0.2150996687308439
230979	CNAG_06097	CNAG_01719	0.2150996687308439
5935	RIM101	CNAG_00043	0.2150996687308439
877437	RIM101	CNAG_06556	0.2150996687308439
1020022	RIM101	CNAG_07962	0.2150996687308439
853256	FZC42	CNAG_06371	0.2150996687308439
41565	FZC3	SIP4	0.2150996687308439
624094	FZC3	CTF4	0.2150996687308439
416514	FZC8	CNAG_03128	0.2150996687308439
821275	FZC26	CNAG_06135	0.2150996687308439
549433	FZC30	CNAG_04100	0.2150996687308439
30989	ARO8001	CNAG_00254	0.2150996687308439
159035	ARO8001	CNAG_01193	0.2150996687308439
515471	ARO8001	CNAG_03858	0.2150996687308439
619027	ARO8001	CNAG_04623	0.2150996687308439
368303	YRM103	BIM1	0.2150996687308439
178912	RLM1	ISP3	0.2150996687308439
764642	RDS2	CNAG_05698	0.2150996687308439
861631	RDS2	CNAG_06432	0.2150996687308439
896972	ASG1	MPS1	0.2150996687308439
441260	FZC31	CNAG_03307	0.2150996687308439
682184	FZC31	CNAG_05092	0.2150996687308439
889468	FZC48	CDC1	0.2150996687308439
387105	SKN7	CNAG_02910	0.2150996687308439
761420	SKN7	CNAG_05674	0.2150996687308439
76094	ZNF2	CNAG_00587	0.2150996687308439
830561	CNAG_03132	CNAG_06202	0.2150996687308439
1016742	FZC46	BZP5	0.2150996687308439
573867	CNAG_03059	CNAG_04275	0.2150996687308439
604615	CNAG_03059	CNAG_04509	0.2150996687308439
364755	ASG101	CNAG_02752	0.2150996687308439
717959	FZC51	CNAG_05360	0.2150996687308439
671907	FKH2	CNAG_05016	0.2150996687308439
804384	BWC2	CNAG_06000	0.2150996687308439
344845	GAT7	FKH2	0.2150996687308439
999271	STE12alpha	CNAG_07798	0.2150996687308439
212356	ECM2201	CNAG_01588	0.2150996687308439
263604	ECM2201	OPT1	0.2150996687308439
549509	CLR3	CNAG_04101	0.2150996687308439
209139	SIP401	CNAG_01567	0.2150996687308439
140441	FZC28	CNAG_01070	0.2150996687308439
343907	SIP4	CNAG_02558	0.2150996687308439
28304	GAT1	AMT1	0.2150996687308439
814141	GAT1	CNAG_06081	0.2150996687308439
463678	SP1	LAC1	0.2150996687308439
814140	SP1	CNAG_06081	0.2150996687308439
1012255	SP1	CNAG_07898	0.2150996687308439
844279	CNAG_00514	CNAG_06312	0.2150728956865971
1060952	GAT201	CNAG_02264	0.215070366859436
728584	RIM101	CNAG_05438	0.21506841600155585
985444	CNAG_05375	CNAG_07685	0.21506841600155585
244493	GAT7	CNAG_01827	0.21506841600155585
399871	CCD6	CNAG_03001	0.21493794439212774
315140	BZP5	CNAG_02348	0.2148719516956583
347264	BZP5	CNAG_02584	0.2148719516956583
686088	BZP5	CNAG_05119	0.2148719516956583
690677	BZP5	PTP2	0.2148719516956583
1061799	GAT201	CNAG_03252	0.21475076675415
1064542	GAT201	CNAG_06372	0.21475076675415
1060043	GAT201	CDA3	0.214745759963989
732968	FZC31	CNAG_05467	0.2147159417028333
292217	SWI6	CNAG_02170	0.21454421011177466
1064651	GAT201	CNAG_06500	0.214477002620697
552912	CNAG_03059	CNAG_04126	0.2144633986292407
675778	ARO8001	CNAG_05042	0.21435460369806006
600169	CNAG_02603	CNAG_04472	0.21435460369806006
835749	CNAG_02603	CNAG_06239	0.21435460369806006
665176	FKH2	CNAG_04963	0.21435460369806006
395238	CLR1	PLC2	0.2143314121738832
510149	CNAG_05375	CNAG_03822	0.2141948868536611
1062590	GAT201	CNAG_04142	0.214166462421417
1064867	GAT201	H3	0.214114785194397
102313	FZC44	MP88	0.21407911529111906
185923	FZC51	CNAG_01390	0.21407911529111906
218967	FZC51	CNAG_01634	0.21407911529111906
520481	FZC51	CNAG_03897	0.21407911529111906
780364	BWC2	HEM15	0.21407911529111906
76067	FZC17	CNAG_00587	0.21407911529111906
1060033	GAT201	CNAG_01229	0.214021384716034
1060035	GAT201	CNAG_01231	0.214021384716034
1060161	GAT201	CNAG_01370	0.214021384716034
1060495	GAT201	AQY1	0.214021384716034
1061167	GAT201	CNAG_02509	0.214021384716034
1061478	GAT201	CNAG_02892	0.214021384716034
1061919	GAT201	CNAG_03382	0.214021384716034
1062587	GAT201	CNAG_04137	0.214021384716034
1063234	GAT201	CNAG_04867	0.214021384716034
1063794	GAT201	CNAG_05517	0.214021384716034
1064102	GAT201	TRR1	0.214021384716034
1064298	GAT201	CNAG_06098	0.214021384716034
1064670	GAT201	FRE3	0.214021384716034
1064699	GAT201	CNAG_06556	0.214021384716034
1065274	GAT201	CNAG_07524	0.214021384716034
1065518	GAT201	CNAG_07822	0.214021384716034
1065628	GAT201	CNAG_07959	0.214021384716034
162821	FZC51	CNAG_01222	0.21387189271849902
1074256	NRG1	CNAG_02056	0.213866114616394
929463	CCD6	CNAG_06948	0.21380452820956375
1056462	GAT204	MLN1	0.21380352973938
1057859	GAT204	ALO1	0.21380352973938
1057970	GAT204	APP1	0.21380352973938
1058886	GAT204	CNAG_07962	0.21380352973938
704593	HLH4	CNAG_05263	0.21356463910863266
116863	HLH3	ECM2201	0.21356463910863266
610651	RIM101	CNAG_04563	0.21356463910863266
644448	PIP2	SRE1	0.21356463910863266
925662	GAT1	CNAG_06917	0.21356463910863266
141354	SP1	CNAG_01076	0.21356463910863266
158357	SWI6	CNAG_01189	0.2134867495480592
133599	FZC51	CNAG_01022	0.21342718287657356
623929	ERT1	PDC1	0.21323388618957334
33204	CNAG_00514	CNAG_00269	0.2132203635173131
277669	CNAG_00514	CNAG_02070	0.2132203635173131
834156	CCD6	CNAG_06228	0.21320252000698314
341295	HLH4	CNAG_02540	0.21318602413506868
259431	STB4	CNAG_01936	0.21318602413506868
360670	ERT1	CNAG_02720	0.21318602413506868
747317	FZC19	CNAG_05576	0.21318602413506868
1012016	FZC31	CNAG_07896	0.21299211109311764
986139	FZC51	CNAG_07690	0.21298219890037728
201639	BZP3	CNAG_01514	0.21298219890037728
524405	BZP5	CNAG_03923	0.21293244644588868
635656	FKH2	CNAG_04742	0.21278959818734725
356428	MIG1	CNAG_02692	0.2127512263173296
625944	RIM101	CNAG_04675	0.2127512263173296
512987	ASG101	CNAG_03842	0.2127512263173296
847048	ADA2	CNAG_06330	0.2127512263173296
980598	ECM2201	CNAG_07648	0.2127512263173296
1052816	GAT204	LPI15	0.212723076343536
1053051	GAT204	CTR4	0.212723076343536
988810	CNAG_05375	CNAG_07710	0.21252039816139032
511652	ZFC5	CNAG_03833	0.2124698486338186
964793	RIM101	CNAG_07520	0.21245227964703797
968170	CEP3	CNAG_07544	0.21238873440068934
678708	HOB6	CLR5	0.21238873440068934
263697	CLR4	OPT1	0.21238873440068934
446261	SWI6	CNAG_03341	0.21231436430473694
934553	SWI6	CNAG_07030	0.2122978484542036
727109	SWI6	CNAG_05426	0.21222375722545567
782816	FKH2	CNAG_05825	0.2121441457891648
226395	CCD6	CNAG_01687	0.2121068911507273
560772	HOB6	FZC47	0.21207742283419934
95096	DDT1	CNAG_00726	0.212038987558908
347094	CCD6	CNAG_02583	0.21187335555492254
110846	ARO8001	CNAG_00836	0.2118338494491687
1099315	USV101	CNAG_07910	0.21182352304458604
77623	BZP4	DIP5	0.211804115560686
1052860	GAT204	CAS35	0.211682856082916
1055755	GAT204	CNAG_04039	0.211682856082916
1057686	GAT204	CFT1	0.211682856082916
313878	HOB6	CNAG_02339	0.2116740302505516
274116	STB4	CNAG_02045	0.2116329658384036
213170	SKN7	CNAG_01594	0.21157478942988714
584112	ZFC8	ARO8001	0.21157478942988714
361972	SWI6	CNAG_02729	0.21157478942988714
1072483	NRG1	CNAG_00030	0.21150779724121105
1072778	NRG1	CNAG_00393	0.21150779724121105
1073200	NRG1	CNAG_00861	0.21150779724121105
1073411	NRG1	DAL2	0.21150779724121105
1074706	NRG1	CNAG_02563	0.21150779724121105
1074732	NRG1	CNAG_02592	0.21150779724121105
1074913	NRG1	CNAG_02829	0.21150779724121105
1075213	NRG1	CNAG_03166	0.21150779724121105
1075275	NRG1	CNAG_03237	0.21150779724121105
1075355	NRG1	CNAG_03323	0.21150779724121105
1075570	NRG1	CNAG_03569	0.21150779724121105
1075659	NRG1	CNAG_03671	0.21150779724121105
1075738	NRG1	CNAG_03759	0.21150779724121105
1076512	NRG1	CNAG_04635	0.21150779724121105
1076847	NRG1	CNAG_05016	0.21150779724121105
1077873	NRG1	CNAG_06191	0.21150779724121105
1079169	NRG1	CNAG_08011	0.21150779724121105
1062608	GAT201	PKA2	0.211453020572662
1063559	GAT201	CNAG_05251	0.211453020572662
666317	HOB6	CNAG_04975	0.21138917333073204
503018	ADA2	CNAG_03764	0.21135732793354828
713747	ZAP104	CNAG_05329	0.2111590995280549
1072524	NRG1	NDX6	0.211138188838959
276139	FZC28	CNAG_02060	0.2111180241840915
646802	SWI6	CNAG_04822	0.21106042458784788
998149	FZC37	CNAG_07784	0.2109651842416575
637421	JJJ1	CNAG_04753	0.2109651842416575
311288	RIM101	CNAG_02319	0.2109651842416575
749391	RIM101	TCO2	0.2109651842416575
781060	RIM101	CNAG_05813	0.2109651842416575
651629	CLR4	CNAG_04855	0.2109651842416575
842238	CLR4	CNAG_06294	0.2109651842416575
504158	DDT1	HXS1	0.2109651842416575
534749	CLR1	CNAG_03997	0.2109651842416575
938750	ARO8001	CNAG_07316	0.2109651842416575
172339	YRM103	CNAG_01291	0.2109651842416575
786979	RDS2	CNAG_05855	0.2109651842416575
1021329	CNAG_03059	CNAG_07972	0.2109651842416575
339820	MAL13	CNAG_02530	0.2109651842416575
866630	ADA2	CNAG_06470	0.2109651842416575
127133	CNAG_00514	CTR4	0.2109651842416575
347269	SP1	CNAG_02585	0.2109651842416575
406012	SP1	CNAG_03047	0.2109651842416575
609763	MLR1	CNAG_04556	0.2109651842416575
346991	FZC36	CNAG_02583	0.21087227263135086
1086239	CIR1	CNAG_00360	0.210699260234833
1089742	CIR1	CNAG_04322	0.210699260234833
800665	HOB4	CNAG_05972	0.2105661897855362
891736	YRM101	CNAG_06662	0.2105661897855362
814648	ASG101	CNAG_06087	0.21053835354572056
529805	FKH2	CNAG_03962	0.21053835354572056
48364	SWI6	CNAG_00386	0.21053835354572056
988980	MIG1	CNAG_07711	0.21052113041055465
1005034	FZC37	CNAG_07842	0.21052113041055465
260340	FZC2	CNAG_01942	0.21052113041055465
714048	HOB3	CNAG_05331	0.21052113041055465
273644	FZC42	CNAG_02041	0.21052113041055465
842854	FZC42	CNAG_06298	0.21052113041055465
965853	PIP201	CNAG_07528	0.21052113041055465
914859	BZP4	CNAG_06827	0.21052113041055465
351733	FZC36	CNAG_02660	0.21052113041055465
549721	RDS2	CNAG_04102	0.21049945388987168
618064	CNAG_02603	CNAG_04617	0.21049945388987168
619860	GAT1	YAP2	0.21049945388987168
484186	BZP3	CNAG_03632	0.2104969104155432
112907	CNAG_00514	CNAG_00851	0.2104969104155432
606534	MIG1	CNAG_04523	0.2104962695337227
218272	CNAG_05375	CNAG_01629	0.2104962695337227
728581	CNAG_05375	CNAG_05438	0.2104962695337227
397452	BZP3	YSA1	0.2104962695337227
681511	CNAG_00514	CNAG_05087	0.2104962695337227
731468	YAP2	CNAG_05457	0.2104593507332516
163965	RIM101	PMC1	0.21043676179489934
428534	HLH5	CNAG_03215	0.21043676179489934
545514	FZC4	CNAG_04072	0.21037648530941205
961561	FZC8	CNAG_07491	0.21037648530941205
675153	FZC14	CNAG_05037	0.21037608423502446
769705	ARO8001	CNAG_05735	0.2103671346281828
67851	YRM103	CNAG_00526	0.2103671346281828
1063055	GAT201	CNAG_04675	0.210295736789703
313346	YRM101	CNAG_02336	0.210286058139472
495720	FZC31	ECM22	0.21018781565542166
158162	CCD6	CNAG_01187	0.2099183019336182
542806	FKH2	CNAG_04052	0.2098321660430768
268971	FZC36	CNAG_02005	0.20979073583552932
552973	FZC42	CNAG_04126	0.20978446938186035
990792	HOB6	CNAG_07725	0.20978446938186035
84543	FZC27	SRX1	0.20978446938186035
252010	MAL13	GAT8	0.20978446938186035
397643	FZC23	CNAG_02987	0.20978446938186035
141242	CNAG_02603	CNAG_01075	0.20978446938186035
243574	ADA2	CNAG_01821	0.20978446938186035
955350	HLH1	HLH4	0.20978446938186035
652753	BZP3	CIR1	0.20978446938186035
479746	LIV1	CNAG_03599	0.20978446938186035
839055	FZC35	CNAG_06271	0.20975572696354056
565506	FZC8	CNAG_04216	0.20975572696354056
